id,lat,lon
GV1533,41.30107,-8.21421
GV1534,41.30109,-8.21417
GV1535,41.30112,-8.21409
GV1536,41.30108,-8.21403
GV1537,41.30109,-8.21397
GV1538,41.30114,-8.21404
GV1539,41.30115,-8.214
GV1540,41.30109,-8.21427
GV1541,41.3011,-8.21432
GV1542,41.301,-8.21445
GV1543,41.30096,-8.21456
GV1544,41.3007,-8.21456
GV1545,41.30068,-8.21414
GV1546,41.30075,-8.21409
GV1547,41.30073,-8.21398
GV1548,41.3008,-8.21404
GV1549,41.30084,-8.21399
GV1550,41.30083,-8.21387
GV1551,41.30079,-8.21392
GV1552,41.30105,-8.21337
GV1553,41.30116,-8.21335
GV1554,41.30119,-8.21336
GV1555,41.30135,-8.21354
GV1556,41.30141,-8.21341
GV1557,41.30127,-8.21368
GV1558,41.30114,-8.21362
GV1559,41.30108,-8.21358
GV1560,41.30107,-8.21365
GV1561,41.30111,-8.21376
GV1562,41.30097,-8.21367
GV1563,41.30122,-8.21406
GV1564,41.30131,-8.21402
GV1565,41.30133,-8.21416
GV1566,41.30132,-8.2142
GV1567,41.30125,-8.21437
GV1568,41.29931,-8.21018
GV1569,41.29928,-8.21011
GV1570,41.29919,-8.20998
GV1571,41.29917,-8.20985
GV1572,41.29907,-8.20986
GV1573,41.29901,-8.20973
GV1574,41.29882,-8.20939
GV1575,41.29875,-8.20931
GV1576,41.29866,-8.20942
GV1577,41.29866,-8.20932
GV1578,41.29876,-8.20922
GV1579,41.27279,-8.2869
GV1580,41.27348,-8.28727
GV1581,41.27343,-8.2874
GV1582,41.27323,-8.28755
GV1583,41.27307,-8.28752
GV1584,41.27303,-8.2875
GV1585,41.27285,-8.2873
GV1586,41.27272,-8.2867
GV1587,41.27266,-8.28658
GV1588,41.27276,-8.28639
GV1589,41.2722,-8.28585
GV1590,41.27269,-8.2859
GV1591,41.27274,-8.28601
GV1592,41.27263,-8.28599
GV1593,41.27257,-8.28604
GV1594,41.27297,-8.28587
GV1595,41.27344,-8.28611
GV1596,41.27305,-8.28669
GV1597,41.27335,-8.28684
GV1598,41.27261,-8.28695
GV1604,41.27502,-8.27288
GV1605,41.27416,-8.27022
GV1606,41.27486,-8.26735
GV1607,41.27438,-8.26696
GV1608,41.27324,-8.26562
GV1609,41.27314,-8.26557
GV1610,41.27305,-8.2656
GV1611,41.27298,-8.2656
GV1612,41.2729,-8.26605
GV1613,41.27222,-8.26558
GV1614,41.27086,-8.26671
GV1615,41.27112,-8.26655
GV1616,41.27118,-8.26677
GV1617,41.27132,-8.26691
GV1618,41.27086,-8.26889
GV1619,41.25841,-8.30031
GV1620,41.25846,-8.30034
GV1621,41.25851,-8.30024
GV1622,41.25848,-8.30012
GV1623,41.25847,-8.29998
GV1624,41.25853,-8.30006
GV1625,41.25856,-8.2999
GV1626,41.25853,-8.29986
GV1627,41.2585,-8.29987
GV1628,41.25855,-8.29979
GV1629,41.2586,-8.29976
GV1630,41.25861,-8.29968
GV1631,41.25865,-8.29963
GV1632,41.25876,-8.29967
GV1633,41.25877,-8.29957
GV1634,41.25888,-8.29932
GV1635,41.25901,-8.29924
GV1636,41.25896,-8.29915
GV1637,41.25903,-8.29911
GV1638,41.25903,-8.29905
GV1639,41.25898,-8.29903
GV1640,41.25903,-8.29899
GV1641,41.25898,-8.29898
GV1642,41.25904,-8.29891
GV1643,41.25902,-8.29885
GV1644,41.25905,-8.29881
GV1645,41.25909,-8.29881
GV1646,41.2591,-8.29874
GV1647,41.25909,-8.29888
GV1648,41.25918,-8.29874
GV1649,41.25912,-8.29893
GV1650,41.25917,-8.29897
GV1651,41.25926,-8.29885
GV1652,41.25928,-8.29904
GV1653,41.25928,-8.29915
GV1654,41.25929,-8.29926
GV1655,41.2594,-8.299
GV1656,41.25909,-8.29909
GV1657,41.25913,-8.29933
GV1658,41.25922,-8.29943
GV1659,41.25898,-8.29935
GV1660,41.259,-8.2994
GV1661,41.25896,-8.29953
GV1662,41.25889,-8.29962
GV1663,41.25875,-8.29977
GV1664,41.25876,-8.29985
